trial_nr	array_nr	stim_nr	x	y
1.0	1	1	1.4085111681317781	-0.6759562208477267
1.0	1	2	1.379823123399756	0.9198812657579829
1.0	1	3	-1.978259000424733	0.1940438877034054
1.0	1	4	-0.010984640878281582	-0.014618211969862264
1.0	1	5	0.5640494060698029	-0.44633993904745184
1.0	1	6	-1.28497086687269	-0.8894076873187212
1.0	1	7	0.24764433987350165	0.7910344176699098
1.0	1	8	-0.660381311830839	0.07638964306646992
1.0	1	9	-0.30288869330874846	-3.2911496735659975
1.0	1	10	0.5075320821579477	4.0548386848812905
1.0	1	11	-1.566942149943132	-4.350934452017896
1.0	1	12	2.9902210509438443	2.6927569541004797
1.0	1	13	-1.4776835246421651	2.5568481075848677
1.0	1	14	1.6575515392009326	2.458057434424058
1.0	1	15	1.9244972568800367	4.525285829065242
1.0	1	16	1.3900906984789827	-3.8058263428859074
1.0	1	17	-1.1671985208453282	-1.541083272612493
1.0	1	18	-0.21420660513253603	2.1385376415338615
1.0	1	19	0.3296393782186341	1.4795981759014762
1.0	1	20	-0.47145063803112175	0.9005519795335748
1.0	1	21	-0.24232272894045875	-1.4919706519106903
1.0	1	22	-2.716010363300508	3.764030194554825
1.0	1	23	-2.655162883132986	-1.1323750155798666
1.0	1	24	0.8881518948117648	-1.452247942418581
1.0	1	25	2.677350358815226	-1.0957075231414382
1.0	1	26	-3.1797955261494324	-3.1103892970947054
1.0	1	27	3.69280464959939	0.5728632505776995
1.0	1	28	0.9743424243097333	-2.1433399412310923
1.0	2	1	0.47690532288224524	1.1582007463456632
1.0	2	2	0.7463996525313784	-0.7149828040269033
1.0	2	3	-3.511372904157409	-2.7337715318603317
1.0	2	4	-0.3954190447851802	1.3108470776290093
1.0	2	5	2.3775455159997185	-4.181323720988654
1.0	2	6	4.468641400481265	0.34488608402402127
1.0	2	7	2.225886798733356	0.08649260331918575
1.0	2	8	-3.1771446460014463	-1.5018709786440585
1.0	2	9	1.3901747298753322	2.9681809543351836
1.0	2	10	0.4051482746259124	-2.9959494683001195
1.0	2	11	-0.2685496020579027	-0.3950197391671733
1.0	2	12	-0.3035814209286274	2.907230510193513
1.0	2	13	-1.0102951842510506	-4.472752168584807
1.0	2	14	-3.1358010025215632	0.8220105661208428
1.0	2	15	-4.147069653554957	-0.1865224213789781
1.0	2	16	3.110759638241412	1.1619269365974974
1.0	2	17	2.9167573048937734	2.424813201037288
1.0	2	18	0.13801092913568835	-4.301563494258707
1.0	2	19	-0.3320491764558218	-1.166572727172469
1.0	2	20	-0.6580653726514787	4.3430156500620125
1.0	2	21	-0.5239512252083948	0.49223710256274283
1.0	2	22	-1.6237312612388037	-0.6315865258005405
1.0	2	23	2.7730530723985876	-3.5911439393165523
1.0	2	24	-3.882666265836907	2.3275922667200604
1.0	2	25	3.4772720630897194	1.8621882073857177
1.0	2	26	-1.7594831570688207	-1.3580154892842236
1.0	2	27	-1.4777355623523856	2.848400959661149
1.0	2	28	0.3495387005912169	0.2541972193898322
1.0	2	29	-1.4451403738688813	3.7905099805223252
1.0	2	30	4.816840101768429	-0.3812133824976712
1.0	2	31	-1.4033754245770118	4.414128534758701
1.0	2	32	2.714810528801489	3.7938935644593803
1.0	2	33	-2.572045299289082	-2.6194681863407556
1.0	2	34	-1.3916755263278633	0.7970433100284914
1.0	2	35	1.3515771151074143	-1.9727202470342868
1.0	2	36	-1.460434704051718	-3.0712337837159867
1.0	2	37	2.173964769726013	-2.0956272669937204
1.0	2	38	2.289711857120991	2.4460209045500116
1.0	2	39	4.218953848312742	-0.5745876847679328
1.0	2	40	1.0010121565778654	1.8998035171426257
1.0	2	41	1.6631723224959545	4.36873748853442
1.0	2	42	1.2682503257782574	-0.21227780127133739
1.0	2	43	0.15494684450618393	2.4861771518074782
1.0	2	44	0.22498012601252212	3.3062540061851142
1.0	2	45	3.397581654346639	-1.2004685667309252
1.0	2	46	0.7758494342908959	-4.750785324342144
1.0	2	47	-1.999387369645266	0.5786982281959174
1.0	2	48	2.249614442561591	0.9036168709922211
1.0	2	49	2.9368958412460375	-2.756395809433799
1.0	2	50	1.6295403809332325	-4.44169386301224
1.0	2	51	4.008849186023361	-2.2862817359457512
1.0	2	52	2.9999367091069242	3.131426500214908
1.0	2	53	-1.8762762618700266	1.8755849554560964
1.0	2	54	-2.1837569744871836	3.7361760409012654
1.0	2	55	2.0158567485094285	-0.7612647934405119
1.0	2	56	-0.5810662428285673	-3.028249322112497
1.0	2	57	-0.0804793499806032	-3.572906219423284
1.0	2	58	-2.652651825444297	-0.15366673063022657
1.0	2	59	4.602214205237176	1.7133675903731571
1.0	2	60	-0.29589512215163294	-2.0024076465058847
1.0	2	61	0.6874480468319035	4.684749068678705
1.0	2	62	-3.7239208215184023	0.3461922196390245
1.0	2	63	-3.0817991764287487	1.830250972759042
1.0	2	64	-2.780030823105338	-0.9872036653930291
1.0	2	65	4.092015100551939	1.1525106579882005
1.0	2	66	-2.316585835768461	2.936196490249992
1.0	2	67	1.0473769621613291	-1.278017461070401
1.0	2	68	-0.9748794355220193	-0.053719827065693775
1.0	2	69	-4.6587706894740615	0.15990556961070373
1.0	2	70	3.2746862342060257	0.24664404973734394
1.0	2	71	-2.2411538915803995	-3.4365058406961024
1.0	2	72	-4.270696786356005	-0.774452075455286
1.0	2	73	0.28773222178780977	-1.576697939528137
1.0	2	74	0.863398681521088	3.5761347343247647
1.0	2	75	4.6908609643435835	-1.4458792333659791
1.0	2	76	3.819929279351859	-3.127280394230712
1.0	2	77	2.632918718076375	-0.6609008825722482
1.0	2	78	2.0565148090955447	1.4992172522813108
1.0	2	79	-1.0356529872389133	1.8537605611358505
1.0	2	80	-4.353438370168708	-1.8604723807605352
1.0	2	81	-3.631518072053787	-1.8982694333406083
1.0	2	82	1.4044485528568387	-3.3741727234294223
1.0	2	83	-0.11387553833862298	4.739363110629188
1.0	2	84	-0.33480920100810785	3.6546424517402136
1.0	2	85	-0.8505640351719413	-0.6999196093527938
1.0	2	86	-3.4659143016659972	-0.4693110871878788
2.0	1	1	-0.09748992644152805	0.20520262361821479
2.0	1	2	1.5503066045853904	-0.1410157213345586
2.0	1	3	-0.48696321347684784	1.8402120549335799
2.0	1	4	2.5970308406279914	-1.3858648882366238
2.0	1	5	-2.2116506244874565	0.4823811865659774
2.0	1	6	-0.1673839191152886	3.58873562524506
2.0	1	7	1.1113105095593385	0.6243804239157622
2.0	2	1	-2.894111529877067	-3.4275648143006134
2.0	2	2	-0.2843421268978375	1.8082168235414302
2.0	2	3	0.4919708684325364	0.604625285154742
2.0	2	4	-0.597245942359352	-0.8663042502224895
2.0	2	5	0.33959766914138256	-1.818972875580832
2.0	2	6	2.538572477468021	-2.179010748355488
2.0	2	7	-0.347442658762135	-1.775083832311342
2.0	2	8	-0.5561964007428316	-3.801369947866546
2.0	2	9	1.6625654177546376	-1.760435865850905
2.0	2	10	-1.9559439442513034	3.797120803669403
2.0	2	11	-0.8204978818300812	-0.2846799820280543
2.0	2	12	3.555873836043428	-2.9439017085377253
2.0	2	13	3.646680231040593	2.1311455793065393
2.0	2	14	-1.1757559752132882	0.8477976509301782
2.0	2	15	0.9142558485934197	-2.392333519158505
2.0	2	16	1.6690187547666335	-0.26229915119122005
2.0	2	17	2.5740866347834666	0.29410030095087
2.0	2	18	2.494182001152644	-1.2017547340307713
2.0	2	19	0.9265289848084591	1.8151839201002773
2.0	2	20	0.07379479785827545	-0.11775629885075736
2.0	2	21	3.321930510734027	3.1242378398527793
3.0	1	1	-3.1722373244687994	-1.6713279721125007
3.0	1	2	1.3691703283539935	-1.5072700310474014
3.0	1	3	0.7983660691827691	-2.9775050318165635
3.0	1	4	-0.5463180675033404	0.0537618747186157
3.0	1	5	-2.3774676688457337	-1.343522796859484
3.0	1	6	-0.9691324024521567	-2.868837028543815
3.0	1	7	2.601789933161351	3.6711969110143086
3.0	2	1	-0.24340123946664563	0.19161087690021478
3.0	2	2	2.7375418864201513	0.32669982396832625
3.0	2	3	-2.3745192180886625	4.298096390929226
3.0	2	4	4.092804154719887	1.1592943278797294
3.0	2	5	0.29521292402945976	-1.999104504845696
3.0	2	6	-3.6050469364603024	-2.987714538367129
3.0	2	7	-2.5437848325949797	-0.44987696244143316
3.0	2	8	-0.14279737310360927	-0.7118669855415158
3.0	2	9	-1.750966525838554	2.0449611231228553
3.0	2	10	3.318735814469655	-1.2243717036738602
3.0	2	11	-0.699483432605755	4.2660264725789725
3.0	2	12	0.5115110538591211	0.8459166914048464
3.0	2	13	2.973971186226499	-3.059087554451109
3.0	2	14	-1.6902412713225408	2.849765211324087
3.0	2	15	-1.5538855424596336	-2.552938804073831
3.0	2	16	0.6486844614507552	-0.8728614825345228
3.0	2	17	1.090082922310235	0.014617459949403281
3.0	2	18	-4.5868663896938475	0.9385037739244833
3.0	2	19	-0.6208613711857173	-2.245689206613085
3.0	2	20	-4.194530421432923	-2.1518727806479454
3.0	2	21	-1.2975001378284454	0.6978955811461277
4.0	1	1	-0.2786525432943013	-0.565413093139422
4.0	1	2	-1.767309839770121	-2.16389112453443
4.0	1	3	2.729672173821124	3.0508524689467977
4.0	1	4	-1.5170884643173392	0.9798508051069705
4.0	1	5	0.24468103147874495	0.4749278339987562
4.0	1	6	1.4761401715746738	1.0915217385123535
4.0	1	7	-0.16791066613738276	1.0754913244611242
4.0	1	8	-1.7417781820949125	-0.6913921503255669
4.0	1	9	2.0847790000928845	2.35799948453147
4.0	1	10	-4.24474186124503	1.855268339248307
4.0	2	1	1.3730297354036891	-2.389988105912698
4.0	2	2	0.7168518588346708	4.417165117848016
4.0	2	3	1.1103162568456146	-0.8479900145949895
4.0	2	4	-1.4274052864388005	0.48545842197782707
4.0	2	5	3.670005780178233	-2.260617907389909
4.0	2	6	1.6745692238927168	-4.0718759729101235
4.0	2	7	-0.7707705926939331	-0.3431695036690433
4.0	2	8	-3.1064965669830475	2.7846045246208564
4.0	2	9	-3.4700038133533795	2.198605302417693
4.0	2	10	-1.6467020510158332	-4.582573538685485
4.0	2	11	-1.0760442790820892	2.119073858634143
4.0	2	12	2.2921425045229706	-1.8304421855647721
4.0	2	13	-1.5423114941698188	-3.9630219476213497
4.0	2	14	3.739279322528004	2.1991048141386833
4.0	2	15	-0.06709736312278661	-1.2159464707427223
4.0	2	16	1.7062760475155385	-1.4801187108458924
4.0	2	17	0.05255408335519164	2.7428721012787025
4.0	2	18	-2.63399876444117	3.7381188824493154
4.0	2	19	4.654297063793561	-0.03835676917879593
4.0	2	20	1.669562802256616	4.643722424963689
4.0	2	21	0.30985231223929055	-2.706945042573973
4.0	2	22	-2.256553616105917	-1.1975618029246384
4.0	2	23	0.6446789804079301	0.5638633782190815
4.0	2	24	-1.7577442270821313	-0.8416837551158038
5.0	1	1	0.5704993541550144	3.4124050119997067
5.0	1	2	0.08356544429973302	-2.2079059728150727
5.0	1	3	2.4885730890604627	3.7188611415423187
5.0	1	4	-0.015995592621196705	0.0106089966777795
5.0	1	5	-0.8793573339790622	-0.3405960845355829
5.0	1	6	-1.417460603038172	-4.040874330663493
5.0	1	7	-2.4725406488919934	-0.23836389077796954
5.0	1	8	-1.9284515455264786	-3.513469549989169
5.0	1	9	-3.9688034349424557	-1.3042326494386562
5.0	1	10	-4.920142998827438	-0.4903568167424033
5.0	1	11	-2.8993118830417286	-2.0615151057790237
5.0	1	12	0.40320816117731356	2.3797279103107782
5.0	1	13	3.1922848021850982	0.06706842291540577
5.0	1	14	-2.2220036766274047	-1.626414086505268
5.0	1	15	-1.137813201445271	2.9388873316402093
5.0	1	16	-0.585670110005403	-1.832665519589059
5.0	1	17	0.8504863383063188	1.6558818954106604
5.0	1	18	-1.7517403776271403	-0.8525276778507821
5.0	1	19	-3.506380524516694	-3.2140658561287214
5.0	1	20	-1.944071453306102	3.3529647839134884
5.0	2	1	-3.0832266709036116	-1.5763797075552726
5.0	2	2	0.014826060292208693	-0.06411020941902347
5.0	2	3	1.7967277340246497	-0.7132985996924387
5.0	2	4	-0.7743356356749547	4.217800204073827
5.0	2	5	-3.087491926477495	0.3394593633295285
5.0	2	6	-4.682914737647455	-1.1061580424425048
5.0	2	7	-0.33932332869150983	-2.6926489532906244
5.0	2	8	-1.181368282967059	0.1576322876652014
5.0	2	9	-0.9637491092213769	2.5137647134845182
